Gene	Expt	x	y	neighbour	neighbour_array	neighbour_prob
Calb2	4	18482.503245796	26277.6630169508	86080	[76242, 76116, 75845, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18482.503245796	26455.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	18482.503245796	26460.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	18482.503245796	26465.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Nov	35	18482.503245796	26594.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	18482.503245796	26869.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	18482.503245796	26949.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Npy2r	37	18482.503245796	27045.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	18482.503245796	27114.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	18482.503245796	27119.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	18482.503245796	27216.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	18482.503245796	27245.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18482.503245796	27299.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs4	55	18483.503245796	26427.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	18483.503245796	26519.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18483.503245796	26544.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Satb1	56	18483.503245796	26553.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs4	55	18483.503245796	26559.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18483.503245796	26609.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	18483.503245796	26880.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18483.503245796	27074.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18483.503245796	27083.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18484.503245796	26095.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	18484.503245796	26318.6630169508	86080	[76242, 74703, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18484.503245796	26673.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18484.503245796	26932.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18485.503245796	26331.6630169508	86080	[76242, 74703, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Lhx6	31	18485.503245796	26575.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Grin3a	23	18485.503245796	26718.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18485.503245796	27105.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18486.503245796	26172.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	18486.503245796	26255.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18486.503245796	26495.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	18486.503245796	26666.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18486.503245796	26736.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18486.503245796	26975.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18486.503245796	27119.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18487.503245796	26059.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18487.503245796	26076.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cadps2	2	18487.503245796	26130.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc6a1	60	18487.503245796	26269.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18487.503245796	26279.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	18487.503245796	26315.6630169508	86080	[76242, 74703, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	18487.503245796	26364.6630169508	86080	[74703, 73619, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	18487.503245796	26534.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	18487.503245796	26596.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18487.503245796	26641.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18487.503245796	26644.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18487.503245796	26691.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pvalb	49	18487.503245796	26750.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18487.503245796	26763.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18487.503245796	26774.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	18487.503245796	27005.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Sncg	62	18487.503245796	27146.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18487.503245796	27221.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18487.503245796	27236.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18487.503245796	27321.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18488.503245796	26224.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Kctd12	28	18488.503245796	26306.6630169508	86080	[76242, 76116, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Nos1	34	18488.503245796	26346.6630169508	86080	[74703, 76242, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18488.503245796	26374.6630169508	86080	[73619, 74703, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	18488.503245796	26419.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	18488.503245796	26423.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Calb1	3	18488.503245796	26437.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18488.503245796	26448.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	18488.503245796	26509.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18488.503245796	26562.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	18488.503245796	26659.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18488.503245796	26708.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	18488.503245796	26781.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18488.503245796	26793.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18488.503245796	26839.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Kit	29	18488.503245796	26847.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	18488.503245796	26897.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18488.503245796	26906.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18488.503245796	27056.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Kctd12	28	18488.503245796	27090.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18488.503245796	27100.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	18488.503245796	27108.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18488.503245796	27182.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rgs10	53	18488.503245796	27242.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18489.503245796	26004.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18489.503245796	26166.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	18489.503245796	26205.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18489.503245796	26261.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	18489.503245796	26408.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	18489.503245796	26462.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Nr4a2	38	18489.503245796	26469.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Kcnk2	27	18489.503245796	26487.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	18489.503245796	26515.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	18489.503245796	26522.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	18489.503245796	26532.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Calb2	4	18489.503245796	26547.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18489.503245796	26558.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	18489.503245796	26580.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18489.503245796	26609.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Gabrd	20	18489.503245796	26625.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18489.503245796	26683.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Reln	52	18489.503245796	26699.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Nr4a2	38	18489.503245796	26725.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Crhbp	16	18489.503245796	26745.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	18489.503245796	26852.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18489.503245796	26882.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	18489.503245796	26923.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18489.503245796	26926.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	18489.503245796	26953.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18489.503245796	26969.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Kctd12	28	18489.503245796	27062.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18489.503245796	27075.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	18489.503245796	27114.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18489.503245796	27131.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18489.503245796	27217.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18489.503245796	27271.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18489.503245796	27316.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18490.503245796	26604.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18490.503245796	26654.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Enpp2	19	18490.503245796	27043.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18491.503245796	26027.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18491.503245796	26055.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18491.503245796	26072.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Gad1	21	18491.503245796	26078.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18491.503245796	26083.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	18491.503245796	26117.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18491.503245796	26274.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac2	66	18491.503245796	27049.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18491.503245796	27125.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18491.503245796	27138.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Cadps2	2	18491.503245796	27173.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Col25a1	10	18492.503245796	26099.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18492.503245796	26140.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18492.503245796	26277.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18492.503245796	26284.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Crh	15	18492.503245796	26593.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Prkca	47	18492.503245796	26784.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18492.503245796	26800.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	18492.503245796	27065.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18492.503245796	27144.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Crhbp	16	18492.503245796	27305.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	18493.503245796	26122.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cryab	17	18493.503245796	26161.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Chodl	7	18493.503245796	26167.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	18493.503245796	26231.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18493.503245796	26293.6630169508	86080	[76242, 76116, 75845, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18493.503245796	26412.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18493.503245796	26421.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	18493.503245796	26427.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cdh13	6	18493.503245796	26482.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	18493.503245796	26499.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18493.503245796	26667.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	18493.503245796	26671.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Gda	22	18493.503245796	26716.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cxcl14	18	18493.503245796	26774.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	18493.503245796	26833.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Pvalb	49	18493.503245796	26890.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	18493.503245796	26941.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18493.503245796	27005.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	18493.503245796	27017.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18493.503245796	27100.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Vip	70	18493.503245796	27292.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Plcxd2	44	18493.503245796	27319.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	18494.503245796	26016.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Serpini1	58	18494.503245796	26021.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Ntng1	40	18494.503245796	26047.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Calb2	4	18494.503245796	26064.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	18494.503245796	26128.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Crh	15	18494.503245796	26147.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cpne5	14	18494.503245796	26283.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18494.503245796	26303.6630169508	86080	[76242, 76116, 75845, 86080]	[0.0, 0.0, 0.0, 1.0]
Pde1a	42	18494.503245796	26373.6630169508	86080	[73619, 74703, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Crh	15	18494.503245796	26444.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Grin3a	23	18494.503245796	26550.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18494.503245796	26644.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	18494.503245796	26653.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	18494.503245796	26686.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Thsd7a	68	18494.503245796	26906.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18494.503245796	27001.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	18494.503245796	27054.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18494.503245796	27201.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Rasgrf2	51	18494.503245796	27215.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18494.503245796	27261.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Lhx6	31	18495.503245796	26034.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18495.503245796	26332.6630169508	86080	[76242, 74703, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18495.503245796	26363.6630169508	86080	[74703, 73619, 76242, 86080]	[0.0, 0.0, 0.0, 1.0]
Th	67	18495.503245796	26439.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Cort	11	18495.503245796	26496.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	18495.503245796	26605.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Rab3c	50	18495.503245796	26744.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Cnr1	9	18495.503245796	26789.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Pcp4	41	18495.503245796	26811.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	18495.503245796	26912.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18495.503245796	26990.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Plp1	45	18495.503245796	27039.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18495.503245796	27061.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18495.503245796	27095.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Nov	35	18495.503245796	27119.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Sema3c	57	18495.503245796	27228.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Wfs1	71	18495.503245796	27248.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Plp1	45	18495.503245796	27283.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Kctd12	28	18496.503245796	26256.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Snca	61	18496.503245796	26273.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18496.503245796	26523.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Slc17a8	59	18496.503245796	26725.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Tac1	65	18497.503245796	26055.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Aldoc	0	18497.503245796	26097.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Pthlh	48	18497.503245796	26142.6630169508	86080	[76242, 76345, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Neurod6	33	18497.503245796	26449.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Trp53i11	69	18497.503245796	26464.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Lhx6	31	18497.503245796	26490.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Pnoc	46	18497.503245796	26529.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Chrm2	8	18497.503245796	26675.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Synpr	64	18497.503245796	26703.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
Nos1	34	18497.503245796	26921.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Cck	5	18497.503245796	26961.6630169508	86080	[73619, 73466, 73144, 86080]	[0.0, 0.0, 0.0, 1.0]
Grin3a	23	18497.503245796	26996.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Crh	15	18497.503245796	27112.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Sst	63	18497.503245796	27130.6630169508	86080	[73619, 73466, 71093, 86080]	[0.0, 0.0, 0.0, 1.0]
Htr3a	25	18498.503245796	26249.6630169508	86080	[76242, 76116, 76345, 86080]	[0.0, 0.0, 0.0, 1.0]
Cox6a2	12	18498.503245796	26341.6630169508	86080	[76242, 74703, 76116, 86080]	[0.0, 0.0, 0.0, 1.0]
Penk	43	18498.503245796	26419.6630169508	86080	[73619, 73466, 74703, 86080]	[0.0, 0.0, 0.0, 1.0]
